<DTYYYYMMDD>,<TICKER>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
2017-08-22,Jam.Petr.,7798.0,7798.0,7700.0,7775.0,13678260640,1759204,64,D,7799.0,7700.0
2017-08-21,Jam.Petr.,7700.0,7710.0,7700.0,7799.0,196610050,25527,10,D,7801.0,7700.0
2017-08-20,Jam.Petr.,7701.0,7722.0,7700.0,7801.0,1541447358,199822,31,D,7817.0,7700.0
2017-08-19,Jam.Petr.,7750.0,7800.0,7701.0,7817.0,57314970,7400,5,D,7817.0,7701.0
2017-08-16,Jam.Petr.,7700.0,7768.0,7660.0,7817.0,595070874,77181,24,D,7824.0,7660.0
2017-08-15,Jam.Petr.,7785.0,7785.0,7660.0,7824.0,785206205,102239,18,D,7837.0,7660.0
2017-08-14,Jam.Petr.,7661.0,7789.0,7660.0,7837.0,3594231424,462458,32,D,7875.0,7789.0
2017-08-13,Jam.Petr.,7691.0,7794.0,7660.0,7875.0,1714670839,223174,47,D,7917.0,7660.0
2017-08-12,Jam.Petr.,7705.0,7799.0,7690.0,7917.0,1520269930,197308,41,D,7956.0,7790.0
2017-08-09,Jam.Petr.,7890.0,7900.0,7700.0,7956.0,1062118991,135848,44,D,7973.0,7700.0
2017-08-08,Jam.Petr.,7999.0,7999.0,7771.0,7973.0,567484217,72148,42,D,7979.0,7771.0
2017-08-07,Jam.Petr.,7725.0,8020.0,7724.0,7979.0,5695383741,712494,47,D,7959.0,8020.0
2017-08-06,Jam.Petr.,7756.0,8170.0,7750.0,7959.0,4116890123,514977,54,D,7935.0,7999.0
2017-08-02,Jam.Petr.,7996.0,7997.0,7800.0,7935.0,100338740,12785,11,D,7936.0,7800.0
2017-08-01,Jam.Petr.,7750.0,7997.0,7686.0,7936.0,2171819158,272881,38,D,7930.0,7995.0
2017-07-31,Jam.Petr.,7852.0,7936.0,7728.0,7930.0,386931700,48974,16,D,7931.0,7930.0
2017-07-30,Jam.Petr.,7800.0,7800.0,7662.0,7931.0,761763003,98457,41,D,7947.0,7720.0
2017-07-29,Jam.Petr.,7930.0,7932.0,7801.0,7947.0,921564621,117473,37,D,7957.0,7801.0
2017-07-26,Jam.Petr.,7853.0,7950.0,7853.0,7957.0,234170061,29754,16,D,7959.0,7861.0
2017-07-25,Jam.Petr.,7910.0,7950.0,7900.0,7959.0,218942800,27672,11,D,7960.0,7900.0
2017-07-24,Jam.Petr.,7930.0,7950.0,7900.0,7960.0,282109550,35682,13,D,7962.0,7950.0
2017-07-23,Jam.Petr.,7900.0,7999.0,7900.0,7962.0,59161931528,7430565,403,D,7945.0,7950.0
2017-07-22,Jam.Petr.,7853.0,7920.0,7850.0,7945.0,506279933,64407,35,D,7950.0,7852.0
2017-07-19,Jam.Petr.,7940.0,7975.0,7850.0,7950.0,1522138741,192420,48,D,7957.0,7850.0
